Station Name,Street Address,City,ZIP,Station Phone,Groups With Access Code,Access Days Time,EV Level1 EVSE Num,EV Level2 EVSE Num,EV DC Fast Count,EV Other Info,EV Network,Geocode Status,Latitude,Longitude,Open Date,EV Connector Types,Facility Type,EV Pricing
TARGET CORP T2772 02,125 Shoreline Pkwy,San Rafael,94901,888-758-4389,Public,Mon 7:00am - 12:00am; Tue 7:00am - 12:00am; Wed 7:00am - 12:00am; Thu 7:00am - 12:00am; Fri 7:00am - 12:00am; Sat 7:00am - 12:00am; Sun 7:00am - 12:00am,,2,,,ChargePoint Network,GPS,37.954463,-122.490554,2021-01-27,J1772,,
TARGET CORP T2772 01,125 Shoreline Pkwy,San Rafael,94901,888-758-4389,Public,Mon 7:00am - 12:00am; Tue 7:00am - 12:00am; Wed 7:00am - 12:00am; Thu 7:00am - 12:00am; Fri 7:00am - 12:00am; Sat 7:00am - 12:00am; Sun 7:00am - 12:00am,,2,,,ChargePoint Network,GPS,37.954539,-122.490577,2021-01-27,J1772,,
TARGET CORP T2772 06,125 Shoreline Blvd,San Rafael,94901,888-758-4389,Public,Mon 7:00am - 12:00am; Tue 7:00am - 12:00am; Wed 7:00am - 12:00am; Thu 7:00am - 12:00am; Fri 7:00am - 12:00am; Sat 7:00am - 12:00am; Sun 7:00am - 12:00am,,2,,,ChargePoint Network,GPS,37.954215,-122.490475,2021-01-27,J1772,,
TARGET CORP T2772 04,125 Shoreline Pkwy,San Rafael,94901,888-758-4389,Public,Mon 7:00am - 12:00am; Tue 7:00am - 12:00am; Wed 7:00am - 12:00am; Thu 7:00am - 12:00am; Fri 7:00am - 12:00am; Sat 7:00am - 12:00am; Sun 7:00am - 12:00am,,2,,,ChargePoint Network,GPS,37.954046,-122.490305,2021-01-27,J1772,,
TARGET CORP T2772 09,125 Shoreline Blvd,San Rafael,94901,888-758-4389,Public,Mon 7:00am - 12:00am; Tue 7:00am - 12:00am; Wed 7:00am - 12:00am; Thu 7:00am - 12:00am; Fri 7:00am - 12:00am; Sat 7:00am - 12:00am; Sun 7:00am - 12:00am,,2,,,ChargePoint Network,GPS,37.953958,-122.490388,2021-01-27,J1772,,
TARGET CORP T2772 03,125 Shoreline Pkwy,San Rafael,94901,888-758-4389,Public,Mon 7:00am - 12:00am; Tue 7:00am - 12:00am; Wed 7:00am - 12:00am; Thu 7:00am - 12:00am; Fri 7:00am - 12:00am; Sat 7:00am - 12:00am; Sun 7:00am - 12:00am,,2,,,ChargePoint Network,GPS,37.954701,-122.490658,2021-01-27,J1772,,
TARGET CORP T2772 10,125 Shoreline Blvd,San Rafael,94901,888-758-4389,Public,Mon 7:00am - 12:00am; Tue 7:00am - 12:00am; Wed 7:00am - 12:00am; Thu 7:00am - 12:00am; Fri 7:00am - 12:00am; Sat 7:00am - 12:00am; Sun 7:00am - 12:00am,,2,,,ChargePoint Network,GPS,37.953889,-122.490366,2021-01-27,J1772,,
TARGET CORP T2601 01,401 Kenilworth Dr,Petaluma,94952,888-758-4389,Public,Mon 7:00am - 12:00am; Tue 7:00am - 12:00am; Wed 7:00am - 12:00am; Thu 7:00am - 12:00am; Fri 7:00am - 12:00am; Sat 7:00am - 12:00am; Sun 7:00am - 12:00am,,2,,,ChargePoint Network,GPS,38.245516,-122.626973,2021-01-27,J1772,,
PARKING DEPT. 300 OCEANGATE 2,300 Oceangate,Long Beach,90802,888-758-4389,Public,24 hours daily,,2,,,ChargePoint Network,GPS,33.766644,-118.200172,2021-01-27,J1772,,
CITY HALL CITYHALLOT01,13831 San Pablo Ave,San Pablo,94806,888-758-4389,Public,Mon 6:00pm - 12:00am; Tue 6:00pm - 12:00am; Wed 6:00pm - 12:00am; Thu 6:00pm - 12:00am; Fri 12:00am - 12:00am; Sat 12:00am - 12:00am; Sun 12:00am - 12:00am,,1,,,ChargePoint Network,GPS,37.959381,-122.341608,2021-01-27,J1772,,
BMW SANTA MARIA BMWSM LEVEL 2,2150 S. College Drive Auto Plaza Drive,Santa Maria,93455,888-758-4389,Public,24 hours daily,,2,,,ChargePoint Network,GPS,34.921869,-120.423705,2021-01-27,J1772,,
CITY HALL CITYHALLOT02,13831 San Pablo Ave,San Pablo,94806,888-758-4389,Public,Mon 6:00pm - 12:00am; Tue 6:00pm - 12:00am; Wed 6:00pm - 12:00am; Thu 6:00pm - 12:00am; Fri 12:00am - 12:00am; Sat 12:00am - 12:00am; Sun 12:00am - 12:00am,,1,,,ChargePoint Network,GPS,37.959372,-122.341673,2021-01-27,J1772,,
OAK PARK MEDEA CREEK,1002 Doubletree Rd,Oak Park,91377,888-758-4389,Public,Mon 5:00am - 9:00pm; Tue 5:00am - 9:00pm; Wed 5:00am - 9:00pm; Thu 5:00am - 9:00pm; Fri 5:00am - 9:00pm; Sat 5:00am - 9:00pm; Sun 5:00am - 7:00pm,,2,,,ChargePoint Network,GPS,34.183688,-118.764334,2021-01-27,J1772,,
NORDSON MEDICAL EV1,105 E Tasman Dr,San Jose,95134,888-758-4389,Public,Sat 12:00am - 12:00am; Sun 12:00am - 12:00am,,2,,,ChargePoint Network,GPS,37.411758,-121.942309,2021-01-27,J1772,,
STATION 1 FOFHC,501 S Idaho St,La Habra,90631,888-758-4389,Public,Mon 5:00am - 12:00am; Tue 5:00am - 12:00am; Wed 5:00am - 12:00am; Thu 5:00am - 12:00am; Fri 5:00am - 12:00am; Sat 5:00am - 12:00am; Sun 5:00am - 12:00am,,2,,,ChargePoint Network,GPS,33.927078,-117.959437,2021-01-27,J1772,,
MERITAGE1 MERITAGERESORT1,875 Bordeaux Way,Napa,94558,888-758-4389,Public,24 hours daily,,2,,,ChargePoint Network,GPS,38.246222,-122.273825,2021-01-27,J1772,,
MERITAGE1 MERITAGERESORT2,875 Bordeaux Way,Napa,94558,888-758-4389,Public,24 hours daily,,2,,,ChargePoint Network,GPS,38.246224,-122.273761,2021-01-27,J1772,,
PACIFIC VW VW_422110_A,14900 Hindry Ave,Hawthorne,90250,888-758-4389,Public,Mon 7:00am - 8:00pm; Tue 7:00am - 8:00pm; Wed 7:00am - 8:00pm; Thu 7:00am - 8:00pm; Fri 7:00am - 8:00pm; Sat 8:00am - 7:00pm; Sun 10:00am - 6:00pm,,2,,,ChargePoint Network,GPS,33.896783,-118.370683,2021-01-27,J1772,,
3PR 3 PHASES,1228 E. Grand Ave.,El Segundo,90245,888-758-4389,Public,24 hours daily,,2,,,ChargePoint Network,GPS,33.919235,-118.40283,2021-01-27,J1772,,
CCC COMMERCIAL 20400 STATION 2,20400 Stevens Creek Blvd,Cupertino,95014,888-758-4389,Public,24 hours daily,,1,,,ChargePoint Network,GPS,37.321702,-122.030302,2021-01-27,J1772,,
TEACHER LOT FACULTY LOT2,5440 Valley Cir Blvd,Los Angeles,91367,888-758-4389,Public,Mon 5:30am - 12:00am; Tue 5:30am - 12:00am; Wed 5:30am - 12:00am; Thu 5:30am - 12:00am; Fri 5:30am - 12:00am,,2,,,ChargePoint Network,GPS,34.169208,-118.64287,2021-01-27,J1772,,
CCC COMMERCIAL 20400 STATION 1,20400 Stevens Creek Blvd,Cupertino,95014,888-758-4389,Public,24 hours daily,,1,,,ChargePoint Network,GPS,37.321681,-122.030452,2021-01-27,J1772,,
OAK PARK OAK HILLS 01,1010 Kanan Rd,Oak Park,91377,888-758-4389,Public,Mon 5:00am - 9:00pm; Tue 5:00am - 9:00pm; Wed 5:00am - 9:00pm; Thu 5:00am - 9:00pm; Fri 5:00am - 9:00pm; Sat 5:00am - 9:00pm; Sun 5:00am - 7:00pm,,2,,,ChargePoint Network,GPS,34.179688,-118.776698,2021-01-27,J1772,,
TEACHER LOT FACULTY LOT#1,5440 Valley Cir Blvd,Los Angeles,91367,888-758-4389,Public,Mon 5:30am - 12:00am; Tue 5:30am - 12:00am; Wed 5:30am - 12:00am; Thu 5:30am - 12:00am; Fri 5:30am - 12:00am,,2,,,ChargePoint Network,GPS,34.169195,-118.642942,2021-01-27,J1772,,
INFORMATICA STATION 4,2000 Seaport Blvd,Redwood City,94063,888-758-4389,Public,Mon 5:00pm - 12:00am; Tue 5:00pm - 12:00am; Wed 5:00pm - 12:00am; Thu 5:00pm - 12:00am; Fri 5:00pm - 12:00am; Sat 12:00am - 12:00am; Sun 12:00am - 12:00am,,2,,,ChargePoint Network,GPS,37.510693,-122.204005,2021-01-27,J1772,,
INFORMATICA STATION 5,2000 Seaport Blvd,Redwood City,94063,888-758-4389,Public,Mon 5:00pm - 12:00am; Tue 5:00pm - 12:00am; Wed 5:00pm - 12:00am; Thu 5:00pm - 12:00am; Fri 5:00pm - 12:00am; Sat 12:00am - 12:00am; Sun 12:00am - 12:00am,,2,,,ChargePoint Network,GPS,37.51067,-122.203932,2021-01-27,J1772,,
OAK PARK OAK PARK HS 02,899 Kanan Rd,Oak Park,91377,888-758-4389,Public,Mon 5:00am - 9:00pm; Tue 5:00am - 9:00pm; Wed 5:00am - 9:00pm; Thu 5:00am - 9:00pm; Fri 5:00am - 9:00pm; Sat 5:00am - 9:00pm; Sun 5:00am - 7:00pm,,2,,,ChargePoint Network,GPS,34.180612,-118.763266,2021-01-27,J1772,,
OAK PARK OAK PARK HS02,899 Kanan Rd,Oak Park,91377,888-758-4389,Public,Mon 5:00am - 9:00pm; Tue 5:00am - 9:00pm; Wed 5:00am - 9:00pm; Thu 5:00am - 9:00pm; Fri 5:00am - 9:00pm; Sat 5:00am - 9:00pm; Sun 5:00am - 7:00pm,,2,,,ChargePoint Network,GPS,34.180639,-118.763274,2021-01-27,J1772,,
CALPERS E1-203 G,400 Q St,Sacramento,95811,888-758-4389,Public,24 hours daily,,1,,,ChargePoint Network,GPS,38.574115,-121.50445,2021-01-27,J1772,,
CENTURY PARK D LEVEL 02,2000 Avenue of the Stars,Los Angeles,90067,888-758-4389,Public,24 hours daily,,1,,,ChargePoint Network,GPS,34.058568,-118.41501,2021-01-27,J1772,,
OAK PARK BROOKSIDE 02,165 Satinwood Ave,Oak Park,91377,888-758-4389,Public,Mon 5:00am - 9:00pm; Tue 5:00am - 9:00pm; Wed 5:00am - 9:00pm; Thu 5:00am - 9:00pm; Fri 5:00am - 9:00pm; Sat 5:00am - 9:00pm; Sun 5:00am - 7:00pm,,2,,,ChargePoint Network,GPS,34.172557,-118.756389,2021-01-27,J1772,,
OAK PARK BROOKSIDE ELM01,165 Satinwood Ave,Oak Park,91377,888-758-4389,Public,Mon 5:00am - 9:00pm; Tue 5:00am - 9:00pm; Wed 5:00am - 9:00pm; Thu 5:00am - 9:00pm; Fri 5:00am - 9:00pm; Sat 5:00am - 9:00pm; Sun 5:00am - 7:00pm,,2,,,ChargePoint Network,GPS,34.172559,-118.756424,2021-01-27,J1772,,
CALPERS E1-204,400 Q St,Sacramento,95811,888-758-4389,Public,24 hours daily,,1,,,ChargePoint Network,GPS,38.574094,-121.504486,2021-01-27,J1772,,
CALPERS E1-206,400 Q St,Sacramento,95811,888-758-4389,Public,24 hours daily,,1,,,ChargePoint Network,GPS,38.574059,-121.504468,2021-01-27,J1772,,
CENTURY PARK D LEVEL 01,2000 Avenue of the Stars,Los Angeles,90067,888-758-4389,Public,24 hours daily,,1,,,ChargePoint Network,GPS,34.058542,-118.41498,2021-01-27,J1772,,
CALPERS E1-207,400 Q St,Sacramento,95811,888-758-4389,Public,24 hours daily,,1,,,ChargePoint Network,GPS,38.574045,-121.504459,2021-01-27,J1772,,
CALPERS N1-201 N1-202 G,400 P St,Sacramento,95814,888-758-4389,Public,24 hours daily,,2,,,ChargePoint Network,GPS,38.575114,-121.50385,2021-01-27,J1772,,
CALPERS N1-204 N1-203,400 P St,Sacramento,95814,888-758-4389,Public,24 hours daily,,2,,,ChargePoint Network,GPS,38.575072,-121.503893,2021-01-27,J1772,,
META MPK20.3-03,1 Facebook Way,Menlo Park,94025,888-758-4389,Public,24 hours daily,,2,,,ChargePoint Network,GPS,37.481365,-122.154716,2021-01-27,J1772,,
ONT CITY HALL ONT CITY HALL,303 East B Street,Ontario,91764,888-758-4389,Public,Mon 6:00am - 9:00pm; Tue 6:00am - 9:00pm; Wed 6:00am - 9:00pm; Thu 6:00am - 9:00pm; Fri 6:00am - 9:00pm; Sat 6:00am - 9:00pm; Sun 6:00am - 9:00pm,,2,,,ChargePoint Network,GPS,34.065113,-117.648328,2021-01-27,J1772,,
PACIFIC CONCOUR PACIFIC CONCOUR,5220 Pacific Concourse Drive,Los Angeles,90045,888-758-4389,Public,24 hours daily,,2,,,ChargePoint Network,GPS,33.926194,-118.370366,2021-01-27,J1772,,
CNTYOFRIVERSIDE BCTCSHERIFFAD#1,"16791 Davis Ave, Riverside, CA 92501",March Air Reserve Base,92518,888-758-4389,Public,Mon 7:00am - 6:00pm; Tue 7:00am - 6:00pm; Wed 7:00am - 6:00pm; Thu 7:00am - 6:00pm; Fri 7:00am - 6:00pm; Sat 7:00am - 6:00pm; Sun 7:00am - 6:00pm,,2,,,ChargePoint Network,GPS,33.876372,-117.303043,2021-01-27,J1772,,
CNTYOFRIVERSIDE BCTC FIRE#1,16390 Bundy Ave,March Air Reserve Base,92518,888-758-4389,Public,Mon 7:00am - 6:00pm; Tue 7:00am - 6:00pm; Wed 7:00am - 6:00pm; Thu 7:00am - 6:00pm; Fri 7:00am - 6:00pm; Sat 7:00am - 6:00pm; Sun 7:00am - 6:00pm,,2,,,ChargePoint Network,GPS,33.876515,-117.296609,2021-01-27,J1772,,
KOHL'S - CHPT 0981 COLMA 1,245 Collins Ave,Colma,94014,888-758-4389,Public,24 hours daily,,2,,,ChargePoint Network,GPS,37.67481,-122.458042,2021-01-27,J1772,,
CNTYOFRIVERSIDE BCTCSHERIFFAD#2,"16793 Davis Ave, Riverside, CA 92501",March Air Reserve Base,92518,888-758-4389,Public,Mon 7:00am - 6:00pm; Tue 7:00am - 6:00pm; Wed 7:00am - 6:00pm; Thu 7:00am - 6:00pm; Fri 7:00am - 6:00pm; Sat 7:00am - 6:00pm; Sun 7:00am - 6:00pm,,2,,,ChargePoint Network,GPS,33.87625,-117.303018,2021-01-27,J1772,,
KOHL'S - CHPT 0755 YORBA LIND,23021 Savi Ranch Pkwy,Yorba Linda,92887,888-758-4389,Public,24 hours daily,,2,,,ChargePoint Network,GPS,33.873558,-117.734756,2021-01-27,J1772,,
KOHL'S - CHPT 0761 PLEASANT 1,4525 Rosewood Dr,Pleasanton,94588,888-758-4389,Public,24 hours daily,,2,,,ChargePoint Network,GPS,37.69949,-121.886516,2021-01-27,J1772,,
KOHL'S - CHPT 0977 CAMPBELL 2,525 E Hamilton,Campbell,95008,888-758-4389,Public,24 hours daily,,2,,,ChargePoint Network,GPS,37.296028,-121.940736,2021-01-27,J1772,,
KOHL'S - CHPT 0981 COLMA 2,245 Collins Ave,Colma,94014,888-758-4389,Public,24 hours daily,,2,,,ChargePoint Network,GPS,37.674863,-122.457983,2021-01-27,J1772,,
KOHL'S - CHPT 0977 CAMPBELL 1,525 E Hamilton,Campbell,95008,888-758-4389,Public,24 hours daily,,2,,,ChargePoint Network,GPS,37.295977,-121.940733,2021-01-27,J1772,,
INFORMATICA STATION 12,2018 Seaport Blvd,Redwood City,94063,888-758-4389,Public,Mon 5:00pm - 12:00am; Tue 5:00pm - 12:00am; Wed 5:00pm - 12:00am; Thu 5:00pm - 12:00am; Fri 5:00pm - 12:00am; Sat 12:00am - 12:00am; Sun 12:00am - 12:00am,,2,,,ChargePoint Network,GPS,37.510612,-122.204294,2021-01-27,J1772,,
INFORMATICA STATION 7,2000 Seaport Blvd,Redwood City,94063,888-758-4389,Public,24 hours daily,,2,,,ChargePoint Network,GPS,37.510504,-122.203925,2021-01-27,J1772,,
INFORMATICA STATION 10,2018 Seaport Blvd,Redwood City,94063,888-758-4389,Public,Mon 5:00pm - 12:00am; Tue 5:00pm - 12:00am; Wed 5:00pm - 12:00am; Thu 5:00pm - 12:00am; Fri 5:00pm - 12:00am; Sat 12:00am - 12:00am; Sun 12:00am - 12:00am,,2,,,ChargePoint Network,GPS,37.510568,-122.204142,2021-01-27,J1772,,
INFORMATICA STATION 8,2000 Seaport Blvd,Redwood City,94063,888-758-4389,Public,Mon 5:00pm - 12:00am; Tue 5:00pm - 12:00am; Wed 5:00pm - 12:00am; Thu 5:00pm - 12:00am; Fri 5:00pm - 12:00am; Sat 12:00am - 12:00am; Sun 12:00am - 12:00am,,2,,,ChargePoint Network,GPS,37.510525,-122.203999,2021-01-27,J1772,,
INFORMATICA STATION 11,2018 Seaport Blvd,Redwood City,94063,888-758-4389,Public,Mon 5:00pm - 12:00am; Tue 5:00pm - 12:00am; Wed 5:00pm - 12:00am; Thu 5:00pm - 12:00am; Fri 5:00pm - 12:00am; Sat 12:00am - 12:00am; Sun 12:00am - 12:00am,,2,,,ChargePoint Network,GPS,37.510598,-122.20422,2021-01-27,J1772,,
INFORMATICA STATION 9,2000 Seaport Blvd,Redwood City,94063,888-758-4389,Public,Mon 5:00pm - 12:00am; Tue 5:00pm - 12:00am; Wed 5:00pm - 12:00am; Thu 5:00pm - 12:00am; Fri 5:00pm - 12:00am; Sat 12:00am - 12:00am; Sun 12:00am - 12:00am,,2,,,ChargePoint Network,GPS,37.510551,-122.204079,2021-01-27,J1772,,
HEARTH SOUTH HEARTH SOUTH,Hearth Pl,Santa Clara,95051,888-758-4389,Public,24 hours daily,,2,,,ChargePoint Network,GPS,37.340749,-121.978569,2021-01-27,J1772,,
FARMERS AGOURA 30801 02,30801 Agoura Rd,Agoura Hills,91301,888-758-4389,Public,24 hours daily,,2,,,ChargePoint Network,GPS,34.144975,-118.79107,2021-01-27,J1772,,
CAISO LOC EV #2,500 Business Park Dr,Lincoln,95648,888-758-4389,Public,Mon 12:00am - 12:00am; Tue 12:00am - 12:00am; Wed 12:00am - 12:00am; Thu 12:00am - 12:00am; Fri 12:00am - 12:00am; Sat 12:00am - 12:00am; Sun 12:00am - 12:00am,,2,,,ChargePoint Network,GPS,38.901341,-121.335148,2021-01-27,J1772,,
EVSP WEST HOLLY KINGS ROAD 1,8383 Santa Monica Blvd,West Hollywood,90069,888-758-4389,Public,Mon 6:00am - 12:00am; Tue 6:00am - 12:00am; Wed 6:00am - 12:00am; Thu 6:00am - 12:00am; Fri 6:00am - 12:00am; Sat 8:00am - 12:00am; Sun 8:00am - 12:00am,,1,,,ChargePoint Network,GPS,34.090849,-118.372603,2021-01-27,J1772,,
EVSP WEST HOLLY KINGS ROAD 3,8383 Santa Monica Blvd,West Hollywood,90069,888-758-4389,Public,Mon 6:00am - 12:00am; Tue 6:00am - 12:00am; Wed 6:00am - 12:00am; Thu 6:00am - 12:00am; Fri 6:00am - 12:00am; Sat 8:00am - 12:00am; Sun 8:00am - 12:00am,,1,,,ChargePoint Network,GPS,34.090948,-118.372619,2021-01-27,J1772,,
EVSP WEST HOLLY KINGS ROAD 4,8383 Santa Monica Blvd,West Hollywood,90069,888-758-4389,Public,Mon 6:00am - 12:00am; Tue 6:00am - 12:00am; Wed 6:00am - 12:00am; Thu 6:00am - 12:00am; Fri 6:00am - 12:00am; Sat 8:00am - 12:00am; Sun 8:00am - 12:00am,,1,,,ChargePoint Network,GPS,34.090973,-118.372613,2021-01-27,J1772,,
EVSP WEST HOLLY KINGS ROAD 2,8383 Santa Monica Blvd,West Hollywood,90069,888-758-4389,Public,Mon 6:00am - 12:00am; Tue 6:00am - 12:00am; Wed 6:00am - 12:00am; Thu 6:00am - 12:00am; Fri 6:00am - 12:00am; Sat 8:00am - 12:00am; Sun 8:00am - 12:00am,,1,,,ChargePoint Network,GPS,34.090891,-118.372608,2021-01-27,J1772,,
U.S. REIF 6300 6300 WILSHIRE,6300 Wilshire Blvd,Los Angeles,90048,888-758-4389,Public,Mon 7:00am - 7:00pm; Tue 7:00am - 7:00pm; Wed 7:00am - 7:00pm; Thu 7:00am - 7:00pm; Fri 7:00am - 7:00pm,,2,,,ChargePoint Network,GPS,34.06295,-118.366485,2021-01-27,J1772,,
FORD POINT FAST CHARGER #1,1414 Harbor Way South,Richmond,94804,888-758-4389,Public,Mon 8:00am - 4:00pm; Tue 8:00am - 4:00pm; Wed 8:00am - 4:00pm; Thu 8:00am - 4:00pm; Fri 8:00am - 4:00pm; Sat 8:00am - 4:00pm; Sun 8:00am - 4:00pm,,,1,,ChargePoint Network,GPS,37.911934,-122.357639,2021-01-27,CHADEMO J1772COMBO,,
BROOKFIELD WEST WFC 333 P1 01,333 S. Grand Ave.,Los Angeles,90071,888-758-4389,Public,Sat 12:00am - 12:00am; Sun 12:00am - 12:00am,,1,,,ChargePoint Network,GPS,34.053318,-118.252134,2021-01-27,J1772,,
SRWC CHARGER 4,900-998 Douglas Ave,Redwood City,94063,888-758-4389,Public,Mon 6:00pm - 12:00am; Tue 6:00pm - 12:00am; Wed 6:00pm - 12:00am; Thu 6:00pm - 12:00am; Fri 6:00pm - 12:00am; Sat 6:00pm - 12:00am; Sun 6:00pm - 12:00am,,1,,,ChargePoint Network,GPS,37.484643,-122.207423,2021-01-27,J1772,,
APPLE TA16 B3 4,10700 N Tantau Ave,Cupertino,95014,888-758-4389,Public,Mon 6:00am - 11:30pm; Tue 6:00am - 11:30pm; Wed 6:00am - 11:30pm; Thu 6:00am - 11:30pm; Fri 6:00am - 11:30pm; Sat 6:00am - 11:30pm; Sun 6:00am - 11:30pm,,1,,,ChargePoint Network,GPS,37.333418,-122.005199,2021-01-27,J1772,,
FORD POINT STATION 2,1414 Harbour Way South,Richmond,94804,888-758-4389,Public,Mon 8:00am - 4:00pm; Tue 8:00am - 4:00pm; Wed 8:00am - 4:00pm; Thu 8:00am - 4:00pm; Fri 8:00am - 4:00pm; Sat 8:00am - 4:00pm; Sun 8:00am - 4:00pm,,2,,,ChargePoint Network,GPS,37.911931,-122.357515,2021-01-27,J1772,,
FORD POINT STATION 3,1414 Harbour Way S,Richmond,94804,888-758-4389,Public,Mon 8:00am - 4:00pm; Tue 8:00am - 4:00pm; Wed 8:00am - 4:00pm; Thu 8:00am - 4:00pm; Fri 8:00am - 4:00pm; Sat 8:00am - 4:00pm; Sun 8:00am - 4:00pm,,2,,,ChargePoint Network,GPS,37.911931,-122.35754,2021-01-27,J1772,,
FORD POINT STATION 5,1414 Harbour Way S,Richmond,94804,888-758-4389,Public,Mon 8:00am - 4:00pm; Tue 8:00am - 4:00pm; Wed 8:00am - 4:00pm; Thu 8:00am - 4:00pm; Fri 8:00am - 4:00pm; Sat 8:00am - 4:00pm; Sun 8:00am - 4:00pm,,2,,,ChargePoint Network,GPS,37.911931,-122.357592,2021-01-27,J1772,,
FORD POINT STATION 8,1414 Harbour Way S,Richmond,94804,888-758-4389,Public,Mon 6:30am - 6:00pm; Tue 6:30am - 6:00pm; Wed 6:30am - 6:00pm; Thu 6:30am - 6:00pm; Fri 6:30am - 6:00pm; Sat 6:30am - 6:00pm; Sun 6:30am - 6:00pm,,2,,,ChargePoint Network,GPS,37.911932,-122.357664,2021-01-27,J1772,,
FORD POINT STATION 6,1414 Harbour Way S,Richmond,94804,888-758-4389,Public,Mon 8:00am - 4:00pm; Tue 8:00am - 4:00pm; Wed 8:00am - 4:00pm; Thu 8:00am - 4:00pm; Fri 8:00am - 4:00pm; Sat 8:00am - 4:00pm; Sun 8:00am - 4:00pm,,2,,,ChargePoint Network,GPS,37.911934,-122.357618,2021-01-27,J1772,,
FORD POINT STATION 7,1414 Harbour Way S,Richmond,94804,888-758-4389,Public,Mon 6:30am - 6:00pm; Tue 6:30am - 6:00pm; Wed 6:30am - 6:00pm; Thu 6:30am - 6:00pm; Fri 6:30am - 6:00pm; Sat 6:30am - 6:00pm; Sun 6:30am - 6:00pm,,2,,,ChargePoint Network,GPS,37.911932,-122.357642,2021-01-27,J1772,,
FORD POINT STATION 1,1414 Harbour way South,Richmond,94804,888-758-4389,Public,Mon 8:00am - 4:00pm; Tue 8:00am - 4:00pm; Wed 8:00am - 4:00pm; Thu 8:00am - 4:00pm; Fri 8:00am - 4:00pm; Sat 8:00am - 4:00pm; Sun 8:00am - 4:00pm,,2,,,ChargePoint Network,GPS,37.91193,-122.357445,2021-01-27,J1772,,
COBALT COBALT 1,50 Saratoga Ave,Santa Clara,95051,888-758-4389,Public,24 hours daily,,2,,,ChargePoint Network,GPS,37.324151,-121.970546,2021-01-27,J1772,,
APPLE TA16 B3 13,10670 N Tantau Ave,Cupertino,95014,888-758-4389,Public,Mon 6:00am - 11:30pm; Tue 6:00am - 11:30pm; Wed 6:00am - 11:30pm; Thu 6:00am - 11:30pm; Fri 6:00am - 11:30pm; Sat 6:00am - 11:30pm; Sun 6:00am - 11:30pm,,2,,,ChargePoint Network,GPS,37.332565,-122.005628,2021-01-27,J1772,,
APPLE TA16 B3 19,640-650 Meadow Ave,Santa Clara,95051,888-758-4389,Public,Mon 6:00am - 11:30pm; Tue 6:00am - 11:30pm; Wed 6:00am - 11:30pm; Thu 6:00am - 11:30pm; Fri 6:00am - 11:30pm; Sat 6:00am - 11:30pm; Sun 6:00am - 11:30pm,,2,,,ChargePoint Network,GPS,37.33335,-122.004598,2021-01-27,J1772,,
APPLE TA16 B3 3,10700 N Tantau Ave,Cupertino,95014,888-758-4389,Public,Mon 6:00am - 11:30pm; Tue 6:00am - 11:30pm; Wed 6:00am - 11:30pm; Thu 6:00am - 11:30pm; Fri 6:00am - 11:30pm; Sat 6:00am - 11:30pm; Sun 6:00am - 11:30pm,,2,,,ChargePoint Network,GPS,37.333418,-122.00537,2021-01-27,J1772,,
APPLE TA16 B3 9,10600 N. Tantau Ave,Cupertino,95051,888-758-4389,Public,Mon 6:00am - 11:30pm; Tue 6:00am - 11:30pm; Wed 6:00am - 11:30pm; Thu 6:00am - 11:30pm; Fri 6:00am - 11:30pm; Sat 6:00am - 11:30pm; Sun 6:00am - 11:30pm,,2,,,ChargePoint Network,GPS,37.332873,-122.004769,2021-01-27,J1772,,
APPLE TA16 B3 17,10700 N Tantau Ave,Cupertino,95014,888-758-4389,Public,Mon 6:00am - 11:30pm; Tue 6:00am - 11:30pm; Wed 6:00am - 11:30pm; Thu 6:00am - 11:30pm; Fri 6:00am - 11:30pm; Sat 6:00am - 11:30pm; Sun 6:00am - 11:30pm,,2,,,ChargePoint Network,GPS,37.33318,-122.004941,2021-01-27,J1772,,
APPLE TA16 B3 18,10670 N Tantau Ave,Cupertino,95014,888-758-4389,Public,Mon 6:00am - 11:30pm; Tue 6:00am - 11:30pm; Wed 6:00am - 11:30pm; Thu 6:00am - 11:30pm; Fri 6:00am - 11:30pm; Sat 6:00am - 11:30pm; Sun 6:00am - 11:30pm,,2,,,ChargePoint Network,GPS,37.332881,-122.005209,2021-01-27,J1772,,
APPLE TA16 B3 6,10700 N Tantau Ave,Cupertino,95014,888-758-4389,Public,Mon 6:00am - 11:30pm; Tue 6:00am - 11:30pm; Wed 6:00am - 11:30pm; Thu 6:00am - 11:30pm; Fri 6:00am - 11:30pm; Sat 6:00am - 11:30pm; Sun 6:00am - 11:30pm,,2,,,ChargePoint Network,GPS,37.333278,-122.004928,2021-01-27,J1772,,
APPLE TA16 B3 5,10700 N Tantau Ave,Cupertino,95014,888-758-4389,Public,Mon 6:00am - 11:30pm; Tue 6:00am - 11:30pm; Wed 6:00am - 11:30pm; Thu 6:00am - 11:30pm; Fri 6:00am - 11:30pm; Sat 6:00am - 11:30pm; Sun 6:00am - 11:30pm,,2,,,ChargePoint Network,GPS,37.333111,-122.004855,2021-01-27,J1772,,
